Ionic radius ,Temperature,Frequency,Re(Z),Img(Z)
1.82e-10,20,1000000.0,4565.279999999984,11632.199999999937
1.82e-10,20,926000.0,4812.939999999998,12171.399999999983
1.82e-10,20,858000.0,4751.8400000000065,12946.800000000367
1.82e-10,20,794000.0,5424.639999999975,13942.400000000198
1.82e-10,20,736000.0,6048.53999999997,13825.20000000002
1.82e-10,20,681000.0,6704.479999999959,15558.199999999817
1.82e-10,20,631000.0,7174.839999999961,15253.19999999981
1.82e-10,20,584000.0,7972.69999999998,16315.800000000167
1.82e-10,20,541000.0,8440.879999999976,16673.400000000183
1.82e-10,20,501000.0,9587.980000000023,17963.80000000049
1.82e-10,20,464000.0,10620.579999999989,18987.6000000001
1.82e-10,20,430000.0,11128.619999999988,18861.000000000076
1.82e-10,20,398000.0,13193.580000000025,20375.400000000438
1.82e-10,20,369000.0,13467.960000000028,20620.200000000415
1.82e-10,20,341000.0,14731.540000000068,21463.1999999999
1.82e-10,20,316000.0,15471.000000000091,22159.399999999812
1.82e-10,20,293000.0,16169.000000000044,22572.600000000508
1.82e-10,20,271000.0,17541.39999999999,23346.000000000447
1.82e-10,20,251000.0,19417.199999999986,24239.199999999615
1.82e-10,20,233000.0,19796.399999999987,24387.19999999966
1.82e-10,20,215000.0,20718.399999999976,24562.600000000537
1.82e-10,20,200000.0,20727.39999999997,24470.80000000051
1.82e-10,20,185000.0,22451.000000000076,25283.199999999746
1.82e-10,20,171000.0,23816.000000000135,25886.79999999935
1.82e-10,20,158000.0,24537.600000000144,26070.399999999216
1.82e-10,20,147000.0,26337.200000000135,26563.799999999166
1.82e-10,20,136000.0,27829.000000000124,27096.19999999931
1.82e-10,20,126000.0,28933.20000000004,27707.800000000305
1.82e-10,20,117000.0,29867.599999999915,28191.200000000485
1.82e-10,20,108000.0,30202.59999999993,28269.40000000047
1.82e-10,20,100000.0,32002.20000000007,29156.599999999857
1.82e-10,20,92600.0,33762.0000000002,29962.79999999941
1.82e-10,20,85800.0,34247.20000000031,30248.599999999336
1.82e-10,20,79400.0,35542.00000000026,30836.600000000217
1.82e-10,20,73600.0,36125.60000000025,31159.80000000028
1.82e-10,20,68100.0,37449.2000000001,32073.399999999685
1.82e-10,20,63100.0,38130.6,32576.99999999951
1.82e-10,20,58400.0,39019.99999999986,33274.799999999865
1.82e-10,20,54100.0,39295.999999999854,33446.199999999924
1.82e-10,20,50100.0,40586.999999999854,34345.00000000003
1.82e-10,20,46400.0,43064.99999999977,36150.80000000026
1.82e-10,20,43000.0,44009.599999999744,36798.99999999985
1.82e-10,20,39800.0,45436.399999999805,38081.80000000015
1.82e-10,20,36900.0,46449.60000000017,38806.80000000021
1.82e-10,20,34100.0,48036.59999999995,40319.40000000032
1.82e-10,20,31600.0,49623.60000000011,41574.999999999476
1.82e-10,20,29300.0,50488.00000000018,42521.99999999919
1.82e-10,20,27100.0,52526.199999999604,44364.79999999966
1.82e-10,20,25100.0,54180.399999999696,45879.80000000006
1.82e-10,20,23300.0,55143.6000000001,46783.60000000026
1.82e-10,20,21500.0,56846.99999999987,48501.20000000013
1.82e-10,20,19900.0,58708.00000000014,50553.20000000006
1.82e-10,20,18500.0,59883.20000000016,51747.20000000001
1.82e-10,20,17100.0,61165.400000000176,52962.20000000001
1.82e-10,20,15800.0,63540.000000000124,55257.80000000004
1.82e-10,20,14700.0,64762.600000000035,56422.59999999993
1.82e-10,20,13600.0,67877.9999999998,59477.59999999963
1.82e-10,20,12600.0,70062.99999999965,61677.99999999944
1.82e-10,20,11700.0,72379.99999999964,63742.59999999934
1.82e-10,20,10800.0,77954.8000000001,68231.59999999931
1.82e-10,20,10000.0,81590.20000000026,71715.59999999925
1.82e-10,20,9260.0,83799.19999999981,73490.99999999936
1.82e-10,20,8570.0,89480.59999999958,77519.79999999933
1.82e-10,20,7940.0,92655.99999999943,79691.99999999946
1.82e-10,20,7350.0,96478.59999999932,82152.80000000002
1.82e-10,20,6810.0,101211.79999999993,84470.19999999883
1.82e-10,20,6310.0,103528.40000000049,85919.9999999991
1.82e-10,20,5840.0,103916.40000000049,85959.5999999991
1.82e-10,20,5410.0,108699.60000000056,87553.59999999897
1.82e-10,20,5010.0,115013.60000000066,89599.99999999885
1.82e-10,20,4640.0,127516.60000000079,93775.99999999865
1.82e-10,20,4300.0,132624.20000000048,95145.59999999902
1.82e-10,20,3980.0,140694.4,96708.99999999936
1.82e-10,20,3690.0,144565.99999999965,97087.20000000064
1.82e-10,20,3420.0,151727.9999999992,97185.40000000138
1.82e-10,20,3160.0,160312.00000000087,96257.40000000145
1.82e-10,20,2930.0,164796.00000000064,95549.20000000147
1.82e-10,20,2710.0,171405.99999999983,94374.20000000023
1.82e-10,20,2510.0,180682.00000000087,91760.79999999925
1.82e-10,20,2330.0,184874.00000000058,90536.99999999948
1.82e-10,20,2150.0,191711.99999999919,88070.40000000125
1.82e-10,20,2000.0,195260.00000000047,86457.60000000127
1.82e-10,20,1850.0,200419.9999999995,83198.200000001
1.82e-10,20,1710.0,204889.9999999987,80129.80000000107
1.82e-10,20,1580.0,211572.00000000148,75874.40000000085
1.82e-10,20,1470.0,214240.00000000186,74133.20000000071
1.82e-10,20,1360.0,219201.99999999884,69130.7999999994
1.82e-10,20,1260.0,221672.0000000005,66549.39999999934
1.82e-10,20,1170.0,223448.0000000007,64442.399999999645
1.82e-10,20,1080.0,229181.99999999968,57277.00000000061
1.82e-10,20,1000.0,231299.9999999993,54804.99999999944
1.82e-10,20,926.0,233315.99999999994,51211.19999999941
1.82e-10,20,858.0,234421.9999999991,48655.59999999953
1.82e-10,20,794.0,236051.99999999968,44603.199999999655
1.82e-10,20,736.0,236841.9999999998,42608.599999999664
1.82e-10,20,681.0,239072.00000000038,37130.79999999926
1.82e-10,20,631.0,239910.000000001,34640.19999999957
1.82e-10,20,584.0,241518.0000000002,30855.39999999918
1.82e-10,20,541.0,241204.0000000008,29099.199999999444
1.82e-10,20,501.0,241112.00000000116,25391.199999999502
1.82e-10,20,464.0,241272.0000000008,22712.39999999952
1.82e-10,20,430.0,241318.00000000073,21657.799999999595
1.82e-10,20,398.0,241857.99999999983,17682.399999999667
1.82e-10,20,369.0,241855.9999999998,15786.600000000082
1.82e-10,20,341.0,241062.00000000137,13215.00000000003
1.82e-10,20,316.0,241016.00000000148,11427.239999999701
1.82e-10,20,293.0,240944.00000000146,10780.620000000123
1.82e-10,20,271.0,240342.00000000067,9260.160000000113
1.82e-10,20,251.0,238711.99999999924,5909.279999999829
1.82e-10,20,233.0,238079.99999999927,4775.879999999896
1.82e-10,20,215.0,237212.0000000007,3602.770000000198
1.82e-10,20,200.0,236932.00000000064,3230.5100000001944
1.82e-10,20,185.0,235199.99999999933,535.2299999999308
1.82e-10,20,171.0,234363.99999999907,-272.0700000002218
1.82e-10,20,159.0,233937.99999999895,-714.7100000002384
1.82e-10,20,147.0,232001.9999999997,-1645.020000000247
1.82e-10,20,136.0,230768.0,-3048.469999999734
1.82e-10,20,126.0,229824.00000000195,-3622.4999999997044
1.82e-10,20,117.0,229192.00000000186,-3621.1599999996397
1.82e-10,20,108.0,227550.00000000064,-4371.819999999908
1.82e-10,20,100.0,226030.00000000157,-4624.599999999845
1.82e-10,20,92.6,225016.00000000073,-4574.680000000072
1.82e-10,20,85.8,224482.00000000026,-4566.540000000126
1.82e-10,20,79.4,222645.9999999992,-4718.220000000233
1.82e-10,20,73.6,222078.0000000004,-4836.639999999927
1.82e-10,20,68.1,220001.99999999846,-4560.099999999916
1.82e-10,20,63.1,219133.99999999788,-4136.879999999763
1.82e-10,20,58.4,217317.99999999945,-3459.4599999998795
1.82e-10,20,54.1,216310.00000000058,-3328.559999999987
1.82e-10,20,50.1,214854.00000000186,-3784.594000000248
1.82e-10,20,46.4,213892.00000000096,-1936.4860000001954
1.82e-10,20,43.0,213243.9999999997,-1578.6260000001382
1.82e-10,20,39.8,212465.99999999884,-861.9040000003918
1.82e-10,20,36.9,211893.99999999927,-99.12400000023123
1.82e-10,20,34.1,211316.00000000058,938.6200000002405
1.82e-10,20,31.6,210216.0000000012,2829.2500000003133
1.82e-10,20,29.3,209760.0000000014,3846.0880000003226
1.82e-10,20,27.1,207356.00000000116,8373.085999999903
1.82e-10,20,25.1,207014.00000000114,9089.563999999897
1.82e-10,20,23.3,206812.00000000096,9572.74599999986
1.82e-10,20,21.6,206434.0000000005,11869.99999999961
1.82e-10,20,20.0,205463.99999999886,13136.699999999457
1.82e-10,20,18.5,204903.99999999814,14484.899999999432
1.82e-10,20,17.1,204143.99999999744,18685.399999999503
1.82e-10,20,15.8,204273.9999999975,21068.199999999473
1.82e-10,20,14.7,204687.99999999776,22373.199999999862
1.82e-10,20,13.6,204355.99999999756,26136.400000000216
1.82e-10,20,12.6,204881.99999999814,28116.40000000019
1.82e-10,20,11.7,205221.9999999986,29616.200000000066
1.82e-10,20,10.8,206353.99999999962,35350.9999999994
1.82e-10,20,10.0,207699.9999999989,40068.99999999943
1.82e-10,20,9.26,208555.9999999991,42522.19999999947
1.82e-10,20,8.58,208849.99999999904,43356.99999999951
1.82e-10,20,7.94,210908.0000000008,48233.79999999982
1.82e-10,20,7.36,211631.99999999924,50476.80000000038
1.82e-10,20,6.81,213860.00000000087,54878.800000000745
1.82e-10,20,6.31,215908.00000000026,57945.40000000054
1.82e-10,20,5.84,218542.00000000087,61722.99999999973
1.82e-10,20,5.41,221320.00000000114,65615.59999999926
1.82e-10,20,5.01,224774.00000000105,70109.19999999984
1.82e-10,20,4.64,228674.00000000148,73967.4000000007
1.82e-10,20,4.3,231170.00000000102,76393.20000000084
1.82e-10,20,3.98,236478.0000000011,81785.20000000115
1.82e-10,20,3.69,240826.0000000005,85921.40000000114
1.82e-10,20,3.41,244977.99999999916,89574.40000000093
1.82e-10,20,3.16,249110.00000000073,93396.00000000076
1.82e-10,20,2.93,252166.00000000012,95279.00000000057
1.82e-10,20,2.71,259098.00000000073,99039.39999999934
1.82e-10,20,2.51,261969.99999999994,100812.40000000031
1.82e-10,20,2.33,265425.99999999977,103040.40000000013
1.82e-10,20,2.15,275605.9999999997,108877.99999999901
1.82e-10,20,2.0,279130.0000000009,109811.39999999964
1.82e-10,20,1.85,284182.0000000002,110991.60000000078
1.82e-10,20,1.71,290524.00000000093,113357.9999999998
1.82e-10,20,1.58,297964.00000000244,115892.00000000099
1.82e-10,20,1.47,300220.00000000274,116850.00000000137
1.82e-10,20,1.36,307704.0000000022,120322.00000000212
1.82e-10,20,1.26,311862.0000000011,120682.00000000212
1.82e-10,20,1.17,314998.0000000007,120450.00000000176
1.82e-10,20,1.08,323756.0000000004,119456.00000000063
1.82e-10,20,1.0,326681.9999999983,119874.00000000076
1.82e-10,60,1000000.0,4489.959999999991,11847.200000000072
1.82e-10,60,926000.0,4701.720000000027,12384.19999999971
1.82e-10,60,858000.0,5285.199999999989,12774.800000000074
1.82e-10,60,794000.0,5835.299999999973,13939.000000000446
1.82e-10,60,736000.0,6373.299999999979,14270.199999999704
1.82e-10,60,681000.0,7336.620000000014,15342.79999999994
1.82e-10,60,631000.0,7948.8599999999515,15579.600000000297
1.82e-10,60,584000.0,8867.879999999981,16129.200000000234
1.82e-10,60,541000.0,9303.260000000017,16734.60000000028
1.82e-10,60,501000.0,10517.840000000026,17586.40000000023
1.82e-10,60,464000.0,11593.659999999969,18234.399999999885
1.82e-10,60,430000.0,12285.159999999954,18616.599999999635
1.82e-10,60,398000.0,13732.000000000044,19320.40000000058
1.82e-10,60,369000.0,14470.200000000052,19738.20000000047
1.82e-10,60,341000.0,15680.399999999943,20363.999999999636
1.82e-10,60,316000.0,16755.79999999991,20666.200000000266
1.82e-10,60,293000.0,17267.599999999937,20725.600000000322
1.82e-10,60,271000.0,18886.4,21443.400000000398
1.82e-10,60,251000.0,20608.59999999989,22112.000000000786
1.82e-10,60,233000.0,21175.40000000002,22276.400000000755
1.82e-10,60,215000.0,22440.80000000006,22317.000000000302
1.82e-10,60,200000.0,22677.000000000076,22373.60000000023
1.82e-10,60,185000.0,23358.600000000093,22512.200000000055
1.82e-10,60,171000.0,25862.40000000013,23418.599999999595
1.82e-10,60,158000.0,27103.200000000008,23725.399999999612
1.82e-10,60,147000.0,27998.799999999934,23980.799999999635
1.82e-10,60,136000.0,29161.999999999778,24214.600000000086
1.82e-10,60,126000.0,30074.399999999812,24398.40000000005
1.82e-10,60,117000.0,31425.199999999913,24972.199999999768
1.82e-10,60,108000.0,32438.0000000001,25170.400000000478
1.82e-10,60,100000.0,33746.59999999997,25579.000000000717
1.82e-10,60,92600.0,35135.20000000013,25895.39999999989
1.82e-10,60,85800.0,35304.00000000018,25796.000000000015
1.82e-10,60,79400.0,37038.000000000124,26518.7999999996
1.82e-10,60,73600.0,38111.2000000002,26780.600000000246
1.82e-10,60,68100.0,39169.00000000015,27190.799999999956
1.82e-10,60,63100.0,40180.20000000018,27723.399999999627
1.82e-10,60,58400.0,42073.79999999976,28692.600000000275
1.82e-10,60,54100.0,42203.59999999975,28682.600000000337
1.82e-10,60,50100.0,42614.39999999976,28713.20000000027
1.82e-10,60,46400.0,45042.59999999995,29799.599999999526
1.82e-10,60,43000.0,46247.40000000012,30588.799999999384
1.82e-10,60,39800.0,47466.40000000024,31298.00000000033
1.82e-10,60,36900.0,47878.00000000022,31243.800000000258
1.82e-10,60,34100.0,49418.00000000004,31834.79999999968
1.82e-10,60,31600.0,51733.80000000021,33126.39999999961
1.82e-10,60,29300.0,53177.79999999974,34043.4000000002
1.82e-10,60,27100.0,54248.199999999975,34258.79999999996
1.82e-10,60,25100.0,57607.199999999866,36327.999999999556
1.82e-10,60,23300.0,58464.20000000016,36845.19999999957
1.82e-10,60,21500.0,60874.80000000018,37741.79999999973
1.82e-10,60,19900.0,62101.79999999995,38347.00000000022
1.82e-10,60,18500.0,64132.00000000013,39367.79999999982
1.82e-10,60,17100.0,66606.9999999998,40069.39999999992
1.82e-10,60,15800.0,69422.60000000014,41250.800000000636
1.82e-10,60,14700.0,71055.40000000042,41850.600000000195
1.82e-10,60,13600.0,73053.40000000015,42434.00000000036
1.82e-10,60,12600.0,76383.40000000034,43613.40000000015
1.82e-10,60,11700.0,77118.60000000043,43932.20000000009
1.82e-10,60,10800.0,77837.60000000041,44409.0
1.82e-10,60,10000.0,83378.39999999997,44821.19999999976
1.82e-10,60,9260.0,87253.59999999948,44595.79999999951
1.82e-10,60,8570.0,90717.40000000014,44735.2000000003
1.82e-10,60,7940.0,93182.59999999993,44671.8000000004
1.82e-10,60,7350.0,95146.40000000036,44781.00000000008
1.82e-10,60,6810.0,100237.80000000042,43795.59999999923
1.82e-10,60,6310.0,102313.9999999998,43305.19999999912
1.82e-10,60,5840.0,104436.00000000051,42617.1999999998
1.82e-10,60,5410.0,107284.40000000021,41905.99999999999
1.82e-10,60,5010.0,110166.40000000037,40717.99999999919
1.82e-10,60,4640.0,114043.99999999972,39157.19999999947
1.82e-10,60,4300.0,114777.99999999987,39074.599999999824
1.82e-10,60,3980.0,117742.00000000017,37600.400000000685
1.82e-10,60,3690.0,118050.00000000007,37434.60000000076
1.82e-10,60,3420.0,122433.99999999905,34385.000000000015
1.82e-10,60,3160.0,124753.99999999953,33003.400000000634
1.82e-10,60,2930.0,126559.99999999929,31739.200000000394
1.82e-10,60,2710.0,128471.99999999967,30260.999999999618
1.82e-10,60,2510.0,130522.00000000023,27845.20000000058
1.82e-10,60,2330.0,131424.00000000073,27289.80000000059
1.82e-10,60,2150.0,132518.00000000064,26950.000000000447
1.82e-10,60,2000.0,133662.00000000035,24741.200000000797
1.82e-10,60,1850.0,134898.0,23231.400000000755
1.82e-10,60,1710.0,136645.9999999993,21503.200000000114
1.82e-10,60,1580.0,137751.99999999886,20372.999999999407
1.82e-10,60,1470.0,137815.99999999895,20259.19999999938
1.82e-10,60,1360.0,139212.0000000004,17009.1999999993
1.82e-10,60,1260.0,139952.00000000032,15711.799999999714
1.82e-10,60,1170.0,140100.0000000003,15073.400000000183
1.82e-10,60,1080.0,141071.99999999983,14091.600000000286
1.82e-10,60,1000.0,141373.9999999996,13242.320000000509
1.82e-10,60,926.0,141891.99999999945,12472.160000000284
1.82e-10,60,858.0,142011.99999999953,12241.460000000243
1.82e-10,60,794.0,143470.00000000064,9464.440000000195
1.82e-10,60,736.0,143620.00000000073,9319.940000000175
1.82e-10,60,681.0,144418.00000000076,8609.200000000417
1.82e-10,60,631.0,144686.00000000081,8497.62000000026
1.82e-10,60,584.0,144806.00000000081,6674.120000000385
1.82e-10,60,541.0,145110.0000000008,6503.780000000349
1.82e-10,60,501.0,145289.99999999997,5048.3600000002225
1.82e-10,60,464.0,145366.0,4446.440000000034
1.82e-10,60,430.0,145515.99999999994,4291.300000000015
1.82e-10,60,398.0,145335.99999999988,3163.440000000001
1.82e-10,60,369.0,145299.99999999985,2697.7040000002025
1.82e-10,60,341.0,145167.9999999998,2035.5440000003907
1.82e-10,60,316.0,145149.99999999977,1626.8760000000937
1.82e-10,60,293.0,145177.99999999977,1371.0699999999226
1.82e-10,60,271.0,145001.99999999977,772.7719999996384
1.82e-10,60,251.0,144993.9999999998,459.42199999975304
1.82e-10,60,233.0,144991.9999999998,264.72800000012273
1.82e-10,60,215.0,144793.9999999999,-132.47799999983516
1.82e-10,60,200.0,144368.00000000032,-245.59600000000862
1.82e-10,60,185.0,144238.0000000005,-344.5480000000025
1.82e-10,60,171.0,144024.00000000058,-425.1239999999034
1.82e-10,60,159.0,143932.0000000006,-430.5779999998856
1.82e-10,60,147.0,143784.00000000067,-437.2559999998381
1.82e-10,60,136.0,143350.00000000081,-391.8259999998386
1.82e-10,60,126.0,143162.00000000081,-262.541999999791
1.82e-10,60,117.0,143140.00000000081,14.37600000040221
1.82e-10,60,108.0,143014.0000000008,296.13200000044486
1.82e-10,60,100.0,142954.00000000076,599.5280000003695
1.82e-10,60,92.6,142802.00000000055,813.8440000003108
1.82e-10,60,85.8,142798.00000000055,822.936000000309
1.82e-10,60,79.4,142329.99999999988,1516.256000000003
1.82e-10,60,73.6,142301.99999999983,1585.217999999998
1.82e-10,60,68.1,142716.00000000035,2194.4339999996614
1.82e-10,60,63.1,142299.99999999983,2591.185999999789
1.82e-10,60,58.4,142177.99999999962,3211.5919999999564
1.82e-10,60,54.1,142193.99999999962,3658.332000000011
1.82e-10,60,50.1,142528.0000000001,4380.0480000002
1.82e-10,60,46.4,142650.00000000032,5111.210000000173
1.82e-10,60,43.0,142211.99999999968,5762.5999999997075
1.82e-10,60,39.8,142516.00000000003,6527.5499999999
1.82e-10,60,36.9,142846.00000000058,7761.3800000000365
1.82e-10,60,34.1,142898.00000000076,8576.17999999997
1.82e-10,60,31.6,142850.0000000008,9067.81999999991
1.82e-10,60,29.3,142742.0000000007,8939.199999999957
1.82e-10,60,27.1,143042.00000000038,10370.620000000014
1.82e-10,60,25.1,143666.0000000003,12774.340000000357
1.82e-10,60,23.3,143534.0000000003,12743.580000000353
1.82e-10,60,21.6,144595.99999999974,15241.419999999718
1.82e-10,60,20.0,145193.9999999996,16570.639999999607
1.82e-10,60,18.5,144831.99999999962,16585.239999999652
1.82e-10,60,17.1,146762.00000000108,20425.799999999515
1.82e-10,60,15.8,146912.00000000105,21890.999999999498
1.82e-10,60,14.7,148334.00000000114,23890.599999999577
1.82e-10,60,13.6,149924.00000000044,25684.99999999975
1.82e-10,60,12.6,150388.0000000003,27499.600000000115
1.82e-10,60,11.7,150986.00000000035,28647.200000000204
1.82e-10,60,10.8,152410.00000000044,30342.400000000172
1.82e-10,60,10.0,155311.99999999953,33829.4000000007
1.82e-10,60,9.26,156231.99999999945,34790.40000000066
1.82e-10,60,8.58,158389.99999999936,37016.000000000284
1.82e-10,60,7.94,161563.99999999965,39403.99999999966
1.82e-10,60,7.36,163293.99999999872,41208.5999999992
1.82e-10,60,6.81,165602.00000000017,43723.200000000135
1.82e-10,60,6.31,165328.0000000002,44762.000000000065
1.82e-10,60,5.84,170404.0000000008,47322.20000000022
1.82e-10,60,5.41,172344.00000000108,48763.19999999998
1.82e-10,60,5.01,175933.99999999953,51458.20000000012
1.82e-10,60,4.64,179067.99999999852,52718.20000000018
1.82e-10,60,4.3,180643.99999999863,53618.599999999846
1.82e-10,60,3.98,182479.99999999907,55371.00000000002
1.82e-10,60,3.69,185459.9999999997,57122.400000000016
1.82e-10,60,3.41,190756.00000000076,59223.799999999785
1.82e-10,60,3.16,196112.00000000073,61343.000000000065
1.82e-10,60,2.93,200304.000000001,62840.600000000195
1.82e-10,60,2.71,202400.0000000011,63530.80000000011
1.82e-10,60,2.51,203500.00000000108,64115.000000000255
1.82e-10,60,2.33,204560.00000000084,64534.20000000015
1.82e-10,60,2.15,215427.99999999913,68010.20000000049
1.82e-10,60,2.0,219811.99999999852,69170.60000000043
1.82e-10,60,1.85,223273.99999999854,69834.60000000062
1.82e-10,60,1.71,225019.9999999987,70084.60000000033
1.82e-10,60,1.58,232359.9999999993,70832.39999999908
1.82e-10,60,1.47,234949.99999999968,71212.59999999906
1.82e-10,60,1.36,242510.00000000076,71983.59999999915
1.82e-10,60,1.26,246949.9999999995,73345.99999999908
1.82e-10,60,1.17,248574.00000000006,74319.39999999882
1.82e-10,60,1.08,253130.00000000175,74986.80000000032
1.82e-10,60,1.0,253138.00000000175,74989.20000000032
2.06e-10,-5,1000000.0,8644.340000000044,2478.139999999985
2.06e-10,-5,912000.0,8724.460000000066,2314.9199999996686
2.06e-10,-5,832000.0,8693.260000000042,2433.559999999718
2.06e-10,-5,759000.0,8714.300000000043,2608.1399999997
2.06e-10,-5,692000.0,8837.60000000006,3065.419999999867
2.06e-10,-5,631000.0,8900.360000000059,3230.0800000003032
2.06e-10,-5,575000.0,8993.060000000025,3181.9199999997195
2.06e-10,-5,525000.0,9217.220000000007,3260.6199999998685
